ax,ay,az,gx,gy,gz,hg_ax,hg_ay,hg_az,t_ms,p1_label,p1_crash,p2_label,p2_crash
-0.3158,-0.692,10.2056,-2.3993,-1.5238,0.8069,-0.3407,-0.6513,10.2019,29825,0,0.0,,
0.2834,-0.191,9.8839,-1.0637,2.4553,4.7128,0.3595,-0.202,9.916,29826,0,0.0,,
-0.281,-0.2689,9.7272,-0.7829,0.6419,0.1961,-0.3072,-0.2508,9.7867,29827,0,0.0,,
0.6334,0.0095,9.7906,-2.2387,1.5969,-0.1393,0.5817,-0.0217,9.7922,29828,0,0.0,,
0.2608,0.115,10.1386,1.4815,0.6007,4.5032,0.3154,0.0918,10.1337,29829,0,0.0,,
0.0154,0.0381,9.6219,4.5091,-1.2217,0.085,-0.056,0.02,9.5505,29830,0,0.0,,
-0.4743,-0.3254,9.6874,0.7726,5.4357,-2.4447,-0.3915,-0.2786,9.6646,29831,0,0.0,,
0.1439,0.1245,9.5771,-4.0064,0.5741,4.5732,0.1993,0.0791,9.468,29832,0,0.0,,
0.0241,-0.0913,9.661,-0.7612,-3.3459,-0.9444,0.0283,-0.1059,9.6362,29833,0,0.0,,
0.2865,0.0278,9.757,-0.8129,-2.2382,3.2102,0.2301,0.0384,9.7273,29834,0,0.0,,
0.4522,-0.3006,9.985,3.5087,4.2007,2.8591,0.3591,-0.2288,9.947,29835,0,0.0,,
-0.6359,-0.5778,9.8383,-8.9855,-0.339,4.448,-0.6714,-0.6021,9.84,29836,0,0.0,,
0.089,0.3295,9.4638,0.6744,3.2839,-1.4452,0.145,0.3644,9.4661,29837,0,0.0,,
0.3286,0.3711,9.8323,1.0959,2.8901,-2.6012,0.3804,0.442,9.9149,29838,0,0.0,,
0.13,-0.138,9.7708,0.7012,-1.7335,-0.5948,0.1023,-0.1599,9.7133,29839,0,0.0,,
-0.2278,0.1034,9.7214,3.2373,3.3951,2.9919,-0.291,0.0619,9.6187,29840,0,0.0,,
0.2433,0.3405,10.2979,-1.1541,-0.5136,-0.8996,0.3045,0.329,10.3355,29841,0,0.0,,
-0.1776,0.077,9.7182,-3.7801,1.7716,-1.5708,-0.2764,0.0916,9.7354,29842,0,0.0,,
-0.4583,-0.0878,9.9307,1.4962,-3.143,1.2557,-0.4731,-0.1048,9.9391,29843,0,0.0,,
-0.0316,0.3891,9.8572,3.6506,-0.5155,-1.9371,0.0077,0.36,9.8903,29844,0,0.0,,
0.4062,-0.2957,9.9316,4.1236,-4.2488,1.0354,0.4906,-0.1933,9.9399,29845,0,0.0,,
0.2591,-0.4048,9.8224,-3.1091,-0.1917,3.0678,0.2773,-0.3799,9.8774,29846,0,0.0,,
-0.4368,-0.0616,9.6219,0.5403,0.5418,-0.4173,-0.4098,-0.0738,9.5617,29847,0,0.0,,
0.0144,0.2032,10.0569,-0.0882,4.7741,-4.2742,0.0752,0.1985,10.0056,29848,0,0.0,,
-0.438,-0.5959,9.7554,-5.5811,0.6333,0.8068,-0.4634,-0.6584,9.7584,29849,0,0.0,,
-0.4308,-0.1425,9.761,-4.7156,-2.3241,-1.9915,-0.4802,-0.1681,9.8074,29850,0,0.0,,
0.1008,0.1594,9.7172,-2.3751,-6.1145,2.9192,0.0664,0.1781,9.7349,29851,0,0.0,,
-0.4,-0.1059,10.0164,1.0109,1.7666,-3.978,-0.418,-0.0793,10.0799,29852,0,0.0,,
-0.1756,-0.0287,9.8642,2.1203,3.2984,1.1472,-0.1744,-0.0346,9.7768,29853,0,0.0,,
-0.1542,-0.0273,10.1986,4.8375,-0.8281,-0.1558,-0.1368,0.0745,10.2003,29854,0,0.0,,
0.1144,0.0904,9.8597,-3.0727,3.882,-5.6904,0.1792,0.077,9.7485,29855,0,0.0,,
0.0721,-0.464,9.627,2.2329,1.8364,3.3555,0.1049,-0.439,9.5801,29856,0,0.0,,
0.0104,-0.3789,9.8959,-0.8981,1.4578,1.3663,-0.0057,-0.3625,9.823,29857,0,0.0,,
0.1976,0.002,10.0577,-0.188,-2.7651,-0.8083,0.2595,-0.0067,10.0814,29858,0,0.0,,
0.1532,0.2304,9.7173,4.2109,0.8537,-1.3879,0.1457,0.1752,9.593,29859,0,0.0,,
-0.0427,-0.172,9.8963,-1.5821,4.2411,-1.4326,0.0265,-0.1977,9.9455,29860,0,0.0,,
0.0728,-0.1192,10.0489,-2.791,1.7631,2.6856,0.1191,-0.2175,10.0522,29861,0,0.0,,
-0.3627,-0.2453,9.4701,0.8786,-2.5517,-2.9815,-0.4052,-0.2373,9.4837,29862,0,0.0,,
-0.061,-0.0376,9.6511,4.1256,2.0531,-2.6349,-0.1052,-0.0015,9.6482,29863,0,0.0,,
0.2599,0.3957,9.8365,2.4001,0.1221,-1.3299,0.2948,0.3619,9.8225,29864,0,0.0,,
0.4545,0.0339,9.5873,1.1717,-0.4747,-1.096,0.5229,-0.0305,9.5675,29865,0,0.0,,
-0.0123,0.0469,9.6425,0.1862,-0.01,1.8219,-0.0361,0.0005,9.5463,29866,0,0.0,,
0.2018,0.5047,9.9414,0.5762,1.1488,-2.0974,0.1498,0.4964,9.9744,29867,0,0.0,,
0.4583,0.304,9.6117,-0.6335,-3.053,3.1112,0.5119,0.2919,9.6051,29868,0,0.0,,
0.367,-0.2459,10.0896,-1.3287,3.2022,0.4416,0.3112,-0.2124,10.1103,29869,0,0.0,,
-0.0222,-0.3669,9.7088,-0.9777,-3.0657,-2.4653,-0.0512,-0.3715,9.7191,29870,0,0.0,,
-0.2094,-0.5137,9.8067,-1.4668,-7.2465,-3.5368,-0.1535,-0.4935,9.7289,29871,0,0.0,,
-0.1638,-0.3905,9.5766,-2.4965,3.4094,5.0078,-0.0592,-0.3555,9.6865,29872,0,0.0,,
0.2944,0.2506,9.9676,0.6708,0.957,1.4062,0.1955,0.3151,9.9611,29873,0,0.0,,
-0.1163,0.4253,9.8627,1.5549,0.4379,2.2689,-0.1056,0.4612,9.7995,29874,0,0.0,,
0.1927,0.302,9.956,0.1995,-2.8686,-1.8219,0.1859,0.3965,9.9577,29875,0,0.0,,
-0.2064,-0.2939,9.9068,3.4667,-1.6231,-3.6842,-0.1969,-0.3572,9.9258,29876,0,0.0,,
-0.567,-0.3734,10.0588,-1.0015,1.9345,-1.1959,-0.5616,-0.3866,10.067,29877,0,0.0,,
0.4179,-0.3672,9.7376,-4.7053,1.7263,3.0131,0.3897,-0.4389,9.7503,29878,0,0.0,,
-0.257,0.3541,9.3628,0.4762,-4.3821,0.5305,-0.2523,0.3341,9.3762,29879,0,0.0,,
0.5286,0.153,10.0836,-5.484,2.461,-2.5607,0.5091,0.1066,10.1345,29880,0,0.0,,
-0.2664,0.1256,9.6606,4.9695,-7.4274,-1.8802,-0.2387,0.2328,9.6382,29881,0,0.0,,
-0.0817,-0.1201,9.828,-2.1647,4.2433,0.3989,-0.1593,-0.1195,9.7674,29882,0,0.0,,
-0.5344,-0.3075,10.0981,2.2764,1.2202,-2.1401,-0.6192,-0.3561,10.1184,29883,0,0.0,,
-0.4698,-0.0906,9.6273,-1.0553,0.2747,3.8054,-0.5343,-0.1014,9.6555,29884,0,0.0,,
0.1294,0.099,9.9531,-0.4512,0.4491,-1.3664,0.1997,0.0951,10.0229,29885,0,0.0,,
0.4351,-0.5719,9.6075,-0.6189,-1.3177,1.5576,0.3947,-0.6372,9.6919,29886,0,0.0,,
-0.4749,0.0631,9.9899,2.4085,-2.0008,-1.0052,-0.502,-0.0233,9.9683,29887,0,0.0,,
-0.1229,-0.055,9.9549,-0.279,5.8897,-3.4306,0.0041,-0.0469,9.9808,29888,0,0.0,,
-0.5272,-0.0079,9.9531,-0.4389,1.5429,-0.2068,-0.5586,-0.009,10.0223,29889,0,0.0,,
-0.085,-0.5652,10.009,-1.3074,0.5405,-4.7278,-0.22,-0.5217,9.9879,29890,0,0.0,,
-0.0995,-0.1536,9.7631,-4.16,-3.4955,-3.6262,-0.1395,-0.1949,9.7376,29891,0,0.0,,
-0.4874,0.7254,9.627,-1.486,-4.2892,-0.5709,-0.5109,0.7664,9.592,29892,0,0.0,,
0.0708,-0.3513,10.052,-1.6935,-0.564,-0.489,0.055,-0.429,10.0624,29893,0,0.0,,
-0.2658,-0.5696,9.9217,0.9296,2.046,-2.5168,-0.2215,-0.6087,9.971,29894,0,0.0,,
0.5751,0.0908,9.6961,0.086,-1.0736,5.4893,0.5037,0.1173,9.666,29895,0,0.0,,
0.0891,-0.4984,9.9158,0.3835,1.3935,1.2658,0.0447,-0.4935,9.895,29896,0,0.0,,
0.1414,-0.09,9.5808,1.5877,1.6365,1.0399,0.1119,-0.0875,9.6567,29897,0,0.0,,
0.3878,-0.1927,9.9811,-1.8563,1.2824,0.4305,0.2601,-0.2231,9.9715,29898,0,0.0,,
-0.2521,0.6167,9.8354,-4.6695,-3.0576,0.7401,-0.2662,0.5982,9.8107,29899,0,0.0,,
-0.0447,0.2228,9.7463,4.7936,2.0542,-0.0032,-0.0104,0.2052,9.7473,29900,0,0.0,,
-0.2429,0.0806,10.0891,-3.602,-0.7103,5.3954,-0.2202,0.1019,10.0142,29901,0,0.0,,
0.2825,-0.2274,10.041,-0.8051,3.5114,-3.0376,0.2767,-0.246,10.1235,29902,0,0.0,,
0.5319,-0.404,9.5814,1.8119,-1.3023,0.2331,0.5385,-0.3797,9.6106,29903,0,0.0,,
0.4567,0.331,10.0515,-0.7507,3.2642,-2.4422,0.4567,0.4101,10.1087,29904,0,0.0,,
0.0477,0.0823,9.6244,0.7582,0.0001,-3.003,0.0012,0.0427,9.64,29905,0,0.0,,
0.9025,0.0381,9.9401,-1.6566,0.253,0.657,0.8673,0.0137,9.8973,29906,0,0.0,,
0.206,0.482,9.8299,-0.607,0.0893,0.1355,0.1874,0.4704,9.7986,29907,0,0.0,,
-0.0546,0.2432,9.9517,-6.087,4.2294,0.7764,-0.0136,0.274,9.9249,29908,0,0.0,,
-0.7287,0.044,9.8861,-2.8559,-0.3618,-2.4095,-0.7314,0.0645,9.9232,29909,0,0.0,,
-0.1892,0.0114,9.6498,-0.3361,-5.3384,2.1398,-0.2188,0.1082,9.551,29910,0,0.0,,
0.1509,0.0238,9.8329,-7.4437,-1.6537,-1.0384,0.0916,-0.031,9.8337,29911,0,0.0,,
-0.0974,0.2285,9.7821,8.0747,-1.5481,1.6847,-0.0474,0.2429,9.798,29912,0,0.0,,
0.4219,0.4247,9.6301,-6.7995,-1.994,-3.7319,0.5513,0.4627,9.6124,29913,0,0.0,,
-0.2025,-0.2798,9.8592,-0.7471,0.297,-6.8079,-0.1946,-0.216,9.8533,29914,0,0.0,,
-0.0699,-0.3372,9.8443,-2.6997,4.2975,-3.598,0.0109,-0.3004,9.8849,29915,0,0.0,,
0.1263,-0.0008,9.6272,3.0981,1.1743,-0.9432,0.1098,0.0234,9.629,29916,0,0.0,,
0.2407,-0.2289,9.7345,-0.3765,-5.0114,-0.1831,0.2912,-0.1354,9.7199,29917,0,0.0,,
-0.0783,0.4983,9.7713,4.7836,3.4115,-2.9763,-0.0727,0.4955,9.8713,29918,0,0.0,,
0.2297,0.0695,9.8791,-3.1925,0.2076,0.8775,0.1646,0.1202,9.9223,29919,0,0.0,,
-0.1292,-0.262,10.1169,-0.2187,-2.694,-5.735,-0.1372,-0.2522,10.1008,29920,0,0.0,,
-0.079,-0.0086,10.0954,2.707,-2.0931,0.8276,-0.1283,-0.031,10.1481,29921,0,0.0,,
0.3537,0.347,9.8216,1.3304,-3.5159,-2.6562,0.3627,0.3746,9.7932,29922,0,0.0,,
-0.3461,-0.5162,10.0949,-3.0693,0.4387,3.1572,-0.3826,-0.4392,10.105,29923,0,0.0,,
-0.2875,0.0294,9.8506,-2.2453,-1.6732,3.069,-0.2579,0.0257,9.9036,29924,0,0.0,,
-0.1085,0.2052,9.8386,-1.3573,0.125,0.3,-0.1081,0.2844,9.7744,29925,0,0.0,,
-0.4554,-0.4253,9.6209,-0.8574,-1.0181,-0.3833,-0.5203,-0.4127,9.6141,29926,0,0.0,,
0.1842,0.287,9.7644,-3.371,-0.5972,-0.7706,0.1561,0.3096,9.7659,29927,0,0.0,,
-0.1186,-0.5039,9.9259,-3.8821,4.6508,-2.1792,-0.0982,-0.5108,9.9184,29928,0,0.0,,
0.3401,-0.4716,9.5678,-1.3792,-3.399,-2.9553,0.2801,-0.4301,9.5883,29929,0,0.0,,
-0.0889,-0.1829,10.1246,3.1946,1.0758,-0.0827,-0.1461,-0.1571,10.0421,29930,0,0.0,,
0.0211,-0.2796,10.0817,1.3883,1.9046,5.5117,-0.0005,-0.3108,10.0069,29931,0,0.0,,
-0.5481,-0.0285,9.4502,1.935,-2.2319,-1.0112,-0.5688,-0.0785,9.4821,29932,0,0.0,,
0.1107,0.0354,10.0126,1.3922,6.2289,-2.3666,0.0259,0.0377,9.9846,29933,0,0.0,,
-0.1299,-0.1478,9.7334,2.6716,1.4342,-2.2371,-0.1811,-0.2541,9.7054,29934,0,0.0,,
-0.5318,-0.6614,9.7954,1.7475,1.5309,6.062,-0.475,-0.6685,9.7972,29935,0,0.0,,
-0.1013,0.4259,9.8614,0.2335,0.9165,0.7964,-0.1623,0.3479,9.9193,29936,0,0.0,,
0.0824,-0.5836,9.4642,7.944,5.8055,-1.317,0.059,-0.6197,9.4969,29937,0,0.0,,
0.3034,0.1734,9.7865,-7.1984,0.6887,-0.75,0.373,0.1605,9.7876,29938,0,0.0,,
-0.3193,0.3785,9.9368,-0.5786,-6.2435,6.2688,-0.2981,0.3584,9.8668,29939,0,0.0,,
-0.3528,0.4396,9.9234,2.8056,1.5547,-2.0681,-0.352,0.4479,9.9357,29940,0,0.0,,
-0.0421,-0.0206,9.713,3.105,0.0978,-1.7665,-0.017,0.0397,9.7447,29941,0,0.0,,
0.3713,0.2826,10.1153,0.3695,3.8469,1.8068,0.417,0.3959,10.1066,29942,0,0.0,,
0.2145,0.1138,9.6241,-4.607,-0.9264,-1.5883,0.1956,0.0598,9.603,29943,0,0.0,,
0.1704,0.0966,9.9934,-3.1624,0.8423,-1.2141,0.1648,0.1241,10.0573,29944,0,0.0,,
0.0553,-0.2535,9.9299,4.7932,2.7111,-3.905,0.0643,-0.347,9.9147,29945,0,0.0,,
-0.3609,-0.131,9.937,-5.8564,0.8397,3.3631,-0.3527,-0.1756,9.9466,29946,0,0.0,,
0.4085,0.5499,9.49,-1.0384,-2.0132,1.462,0.3834,0.6202,9.5347,29947,0,0.0,,
-0.8062,0.1029,9.7603,-2.2686,-3.2892,1.9797,-0.8192,0.1115,9.7434,29948,0,0.0,,
0.2825,0.0033,9.7943,0.3663,-2.3465,1.227,0.2742,-0.0353,9.8181,29949,0,0.0,,
0.2553,-0.5326,9.5346,0.3301,-2.7078,-0.0974,0.3551,-0.605,9.5889,29950,0,0.0,,
-0.0742,0.1463,9.842,-1.2751,0.5883,-0.4346,-0.1386,0.0959,9.8564,29951,0,0.0,,
-0.0558,0.5619,9.6699,2.0647,-0.5522,-5.8132,-0.0918,0.5389,9.6769,29952,0,0.0,,
-0.6679,0.427,9.7352,-2.499,0.0911,3.1138,-0.7394,0.3475,9.7412,29953,0,0.0,,
0.0738,-0.7865,10.156,2.3519,2.9323,-1.6936,0.1228,-0.7543,10.2229,29954,0,0.0,,
-0.6562,-0.0231,9.9361,0.8301,-1.9698,1.9641,-0.6792,-0.0531,9.9802,29955,0,0.0,,
0.2764,0.0925,9.669,1.9646,-4.2636,-1.0675,0.2361,0.0862,9.6757,29956,0,0.0,,
0.0896,-0.2448,9.8676,-4.7316,4.4518,2.3435,0.108,-0.2825,9.8733,29957,0,0.0,,
-0.1424,-0.151,9.7811,-2.0907,2.4142,0.3577,-0.1328,-0.1443,9.7923,29958,0,0.0,,
0.5839,0.0009,9.9905,0.9387,0.6066,6.8047,0.532,0.0183,9.9978,29959,0,0.0,,
0.084,-0.4692,10.0088,5.8253,6.0281,3.1023,0.1347,-0.5431,10.0867,29960,0,0.0,,
0.4336,0.043,9.8101,1.3732,0.1523,-4.3742,0.4189,0.0785,9.811,29961,0,0.0,,
0.171,-0.1568,9.6247,2.2861,-2.2148,2.0037,0.217,-0.1383,9.5657,29962,0,0.0,,
-0.0031,-0.1742,9.5359,2.1638,-2.8684,1.0576,-0.0659,-0.1267,9.5769,29963,0,0.0,,
0.3128,-0.3019,9.6524,5.0196,-1.0772,0.9231,0.4041,-0.2875,9.6635,29964,0,0.0,,
-0.5629,0.1333,9.6865,-2.9727,-2.5083,0.7163,-0.5677,0.1699,9.6827,29965,0,0.0,,
-0.153,0.3079,9.9067,-1.1833,0.1036,-8.234,-0.1755,0.2716,9.8786,29966,0,0.0,,
-0.0874,-0.0832,9.9653,2.7569,-5.1682,1.4551,0.025,-0.0823,9.9203,29967,0,0.0,,
-0.1,-0.0231,9.7892,-2.8351,-0.974,3.1326,-0.0998,-0.004,9.8265,29968,0,0.0,,
0.2115,0.2226,9.6421,-5.7694,-0.3346,0.06,0.1378,0.3181,9.5888,29969,0,0.0,,
-0.2198,-0.359,9.6761,-4.8992,-3.3532,3.6037,-0.2855,-0.3346,9.6688,29970,0,0.0,,
0.5212,-0.2009,9.625,5.5337,3.0877,-1.1524,0.4669,-0.2792,9.6794,29971,0,0.0,,
-0.336,0.2485,9.866,0.3222,-0.5544,0.9223,-0.2526,0.1521,9.8352,29972,0,0.0,,
-0.0093,-0.0332,9.8758,1.5488,0.9186,-2.5025,0.0311,-0.0153,9.9301,29973,0,0.0,,
-0.3191,0.1906,9.6527,3.0438,3.01,3.2685,-0.2757,0.267,9.6412,29974,0,0.0,,
-0.434,-0.1434,9.9797,-6.2151,-2.3983,-0.902,-0.4459,-0.155,10.0307,29975,0,0.0,,
-0.4536,-0.1759,9.747,-0.4993,-1.7385,-0.6032,-0.4971,-0.1236,9.6911,29976,0,0.0,,
-0.5359,-0.4241,9.5974,2.5956,-0.2547,-5.5416,-0.5839,-0.365,9.6379,29977,0,0.0,,
0.2928,-0.5586,9.7909,-3.6585,2.2761,0.9671,0.3686,-0.5371,9.818,29978,0,0.0,,
-0.2965,0.1738,10.1376,3.6256,2.8153,6.7824,-0.2748,0.2195,10.1814,29979,0,0.0,,
0.0931,-0.1148,9.8198,3.5943,0.6165,1.4067,0.0836,-0.1211,9.7834,29980,0,0.0,,
0.4509,-0.5622,9.5424,5.1766,1.1475,4.8374,0.4881,-0.603,9.6187,29981,0,0.0,,
0.1774,0.0947,9.9575,1.2877,-0.1946,-1.2485,0.1657,0.094,9.9534,29982,0,0.0,,
0.3559,0.6793,9.8734,-0.0667,-2.1437,4.5556,0.3282,0.7136,9.881,29983,0,0.0,,
-0.0717,-0.1726,9.66,-1.4405,3.2157,2.9685,-0.0966,-0.1778,9.7039,29984,0,0.0,,
0.2493,0.068,9.8509,1.2707,-1.0275,1.3667,0.3331,0.029,9.7382,29985,0,0.0,,
0.2299,-0.2543,10.0078,-4.4499,-1.1394,0.5159,0.2139,-0.2947,10.0181,29986,0,0.0,,
0.2488,-0.0913,9.4674,-2.2465,-4.0528,0.5298,0.1933,-0.0404,9.4172,29987,0,0.0,,
0.2298,-0.1446,9.8547,-3.9267,0.374,4.2678,0.1398,-0.1211,9.7831,29988,0,0.0,,
-0.1454,0.129,9.7321,0.6323,2.63,-3.7733,-0.2048,0.1665,9.7196,29989,0,0.0,,
0.2591,0.338,9.6907,-1.0421,2.2013,-4.1905,0.134,0.3616,9.7248,29990,0,0.0,,
0.0393,0.1787,9.5442,-0.0219,1.8497,3.0064,0.0493,0.1826,9.5409,29991,0,0.0,,
-0.3753,0.2338,9.9414,2.1195,3.8137,3.0529,-0.3384,0.2439,9.9037,29992,0,0.0,,
-0.3978,-0.6438,9.6634,-3.9998,-4.6636,-3.0328,-0.3719,-0.7463,9.6661,29993,0,0.0,,
-0.3017,-0.0392,9.8869,0.2719,4.0627,0.0156,-0.2435,0.0199,9.9044,29994,0,0.0,,
-0.2222,0.1128,10.5735,-2.6712,3.4669,-0.0488,-0.2645,-0.0396,10.5661,29995,0,0.0,,
-0.4303,-0.7048,9.6928,4.1817,-5.4123,0.0867,-0.4097,-0.7803,9.6452,29996,0,0.0,,
0.3913,0.2905,9.6907,4.5204,-1.0027,2.9066,0.388,0.3683,9.6464,29997,0,0.0,,
-0.1897,0.3246,9.6882,0.455,-5.4389,-0.1221,-0.2008,0.2055,9.6391,29998,0,0.0,,
0.0811,-0.3272,9.7153,-1.8134,3.2122,0.1896,0.0457,-0.3547,9.8021,29999,0,0.0,,
0.3952,-0.3162,9.743,2.5183,2.0717,-7.3386,0.3742,-0.2552,9.7044,30000,0,0.0,0.0,0.001991650618407396
-0.1169,0.5891,9.4214,3.5573,-0.6345,6.0096,-0.1641,0.5804,9.473,30001,0,0.0,,
0.9184,-0.0142,9.6499,-0.594,0.0692,-2.3902,0.8719,0.0715,9.647,30002,0,0.0,,
0.1742,-0.3005,9.7083,0.8941,1.7496,6.4692,0.1585,-0.3016,9.7076,30003,0,0.0,,
0.0668,-0.517,10.0078,5.6942,0.5546,4.7584,0.0066,-0.6022,10.0265,30004,0,0.0,,
0.0418,-0.222,9.9868,3.0622,-0.1174,2.1389,0.0735,-0.2119,10.0081,30005,0,0.0,,
-0.2095,0.1423,9.7269,-5.6849,-3.1913,3.8099,-0.2814,0.1242,9.6929,30006,0,0.0,,
0.1917,0.1141,9.8558,5.7975,-2.1229,-1.0584,0.1749,0.2066,9.8565,30007,0,0.0,,
-0.1461,-0.2418,10.0363,-2.4228,0.5916,-5.2547,-0.1618,-0.2511,10.0178,30008,0,0.0,,
0.3235,0.1004,9.6262,0.3296,2.4963,3.6945,0.3963,0.1335,9.5792,30009,0,0.0,,
0.1554,0.3377,10.1485,-1.1486,-1.6759,-0.1155,0.166,0.2374,10.1491,30010,0,0.0,,
-0.1858,0.0914,9.3654,-4.7546,-3.3986,2.0345,-0.2351,0.0934,9.3613,30011,0,0.0,,
0.3652,0.5036,9.9065,-0.8472,-0.7227,1.7537,0.4222,0.484,9.9402,30012,0,0.0,,
-0.0957,0.1523,9.7555,2.2884,-3.0439,-4.3811,-0.0518,0.1117,9.7358,30013,0,0.0,,
0.178,0.1287,10.0125,-0.1174,0.4551,5.1542,0.1335,0.0345,10.0802,30014,0,0.0,,
0.4942,0.4234,9.9595,-0.1222,1.0055,4.0603,0.5218,0.4153,10.0064,30015,0,0.0,,
0.0011,-0.3386,10.1172,-1.1183,1.6448,1.215,-0.1086,-0.356,10.0665,30016,0,0.0,,
-0.1664,0.0073,9.598,-2.6648,-7.8376,-7.545,-0.1502,-0.0203,9.597,30017,0,0.0,,
-0.1861,0.1988,9.8029,3.1289,-1.2604,3.8606,-0.1674,0.2083,9.8314,30018,0,0.0,,
0.1592,0.4382,10.0302,1.842,5.0459,1.5247,0.1996,0.4538,10.0566,30019,0,0.0,,
0.159,0.0411,9.9953,4.1117,5.2308,3.1529,0.1442,0.0818,10.0274,30020,0,0.0,,
-0.0717,0.2191,9.9007,2.5323,0.3244,-4.8867,-0.0458,0.2004,10.0107,30021,0,0.0,,
0.5903,-0.0937,9.6012,0.3956,1.2478,-3.4998,0.5586,-0.059,9.6062,30022,0,0.0,,
-0.5495,0.3544,9.874,-2.2841,-3.6697,2.2107,-0.536,0.3403,9.82,30023,0,0.0,,
-0.2271,0.2462,9.9435,-0.6617,1.5049,2.6513,-0.2902,0.1975,9.9983,30024,0,0.0,,
0.5542,-0.1069,9.6789,-1.3032,0.3098,1.3536,0.5194,-0.0729,9.7001,30025,0,0.0,,
-0.0804,0.5016,10.0876,-2.1608,-2.8177,-7.5408,-0.0706,0.4939,10.1899,30026,0,0.0,,
0.045,-0.0237,10.0543,1.0023,2.3003,-5.2471,0.0352,-0.0923,10.1593,30027,0,0.0,,
-0.5286,0.0777,9.8766,0.2588,-1.4116,5.5137,-0.4897,-0.0529,9.827,30028,0,0.0,,
0.197,0.3829,9.7329,4.9391,-3.9333,-2.8976,0.14,0.3611,9.6884,30029,0,0.0,,
0.1661,0.2879,9.7766,-2.4259,-0.221,-2.1527,0.2035,0.2572,9.7447,30030,0,0.0,,
0.2508,-0.4181,9.9035,-2.3923,-3.2531,-1.0307,0.2504,-0.3427,9.967,30031,0,0.0,,
-0.0196,-0.4483,9.9657,-2.8123,5.4369,-2.9296,0.0171,-0.485,9.9348,30032,0,0.0,,
-0.4291,0.43,9.8429,-0.6705,-3.0245,5.0137,-0.472,0.4808,9.8416,30033,0,0.0,,
0.2352,0.4263,9.672,5.5007,0.1237,-0.0956,0.2328,0.4937,9.6601,30034,0,0.0,,
0.311,0.0497,9.9566,-3.0816,1.3384,1.8784,0.3497,0.1052,10.0102,30035,0,0.0,,
0.3809,-0.1301,9.8218,2.573,3.5159,6.5769,0.3632,-0.1846,9.7486,30036,0,0.0,,
0.1579,-0.1394,10.1948,-1.2281,2.3137,1.0024,0.1032,-0.1289,10.1921,30037,0,0.0,,
-0.0067,0.3267,10.0629,1.4993,-0.9231,-4.2368,-0.1059,0.4312,10.0597,30038,0,0.0,,
0.2092,0.1169,9.5145,2.3952,-3.0804,-3.4753,0.2331,0.1591,9.526,30039,0,0.0,,
0.5014,0.184,9.4508,0.9531,-3.6587,5.799,0.3752,0.2277,9.4704,30040,0,0.0,,
-0.3723,0.161,9.8348,1.05,1.9242,-5.8286,-0.3621,0.2385,9.8976,30041,0,0.0,,
0.4892,0.3224,9.7412,1.5291,-0.6095,-1.1741,0.4183,0.3112,9.6857,30042,0,0.0,,
0.5969,0.0174,9.386,5.1595,3.5089,-4.2006,0.6452,0.0177,9.4153,30043,0,0.0,,
0.0946,-0.3786,9.5594,0.3225,2.7343,1.3303,0.0768,-0.421,9.5657,30044,0,0.0,,
-0.378,0.38,9.8689,-1.3863,1.4977,-1.6127,-0.3389,0.463,9.8362,30045,0,0.0,,
-0.0981,0.1141,9.7882,-3.0231,-0.0548,-4.7779,-0.1,0.0852,9.8543,30046,0,0.0,,
0.1291,-0.2859,9.7005,2.0685,0.648,-2.0562,0.1025,-0.2667,9.6559,30047,0,0.0,,
0.0558,0.3362,9.6047,-1.3691,-0.2122,1.4369,0.1094,0.3243,9.6067,30048,0,0.0,,
-0.5263,0.2289,9.6366,3.0556,-0.2402,1.2364,-0.5272,0.2815,9.6372,30049,0,0.0,,
-0.0373,0.0239,9.5396,5.5159,2.3058,-4.317,-0.0467,0.0553,9.5156,30050,0,0.0,,
-0.0229,-0.2216,9.5658,-0.7014,0.7895,-1.8749,-0.0624,-0.2602,9.5612,30051,0,0.0,,
0.2246,0.2038,9.664,1.1919,1.8336,-4.9109,0.2564,0.1701,9.7157,30052,0,0.0,,
0.0174,-0.1767,9.5237,-0.3894,5.1145,-3.9062,0.0228,-0.0864,9.5647,30053,0,0.0,,
0.3941,0.0595,9.7927,-0.9198,1.3155,0.5217,0.3747,-0.0046,9.7712,30054,0,0.0,,
-0.0685,-0.1504,9.6977,1.9474,4.5891,-4.1595,-0.1332,-0.1736,9.6708,30055,0,0.0,,
-0.0593,0.1029,9.5951,0.4508,-2.3088,-1.0953,-0.0873,0.079,9.6481,30056,0,0.0,,
0.2926,-0.0473,9.8829,-2.1649,0.812,-3.3128,0.2714,0.0268,9.9084,30057,0,0.0,,
-0.0472,-0.2905,9.6426,3.4813,2.0102,-2.5438,-0.0287,-0.2448,9.6571,30058,0,0.0,,
0.3811,-0.2004,9.762,0.0785,-4.4806,3.9098,0.3273,-0.2912,9.7914,30059,0,0.0,,
0.0395,-0.1439,9.7042,0.9691,-3.1066,3.4923,0.025,-0.1823,9.7806,30060,0,0.0,,
0.2969,0.3208,9.8179,-1.9052,0.9317,-1.6353,0.2365,0.3046,9.8683,30061,0,0.0,,
0.0736,-0.4212,9.7333,-0.3249,-3.1409,2.8625,0.0776,-0.4115,9.7491,30062,0,0.0,,
